UserID,DocID,PhoneID,StartX,StartY,StopX,StopY,StrokeDuration,AverageVelocity,MidStrokePressure,MidStrokeArea,MeanPressure,PhOrientation,LenTrajectory,MeanLen,TraceDistance,Velocity,Acceleration
37,4,1.00000,24.89600,-28.22200,13.00200,-28.62500,0.09300,130.78000,0.40500,0.04444,0.35000,1.00000,12.16200,0.64451,11.90000,391.88000,192450.00000
37,4,1.00000,13.50600,-25.09800,20.76300,-29.53300,0.12600,67.88200,0.55000,0.04444,0.44500,1.00000,8.55310,0.95579,8.50500,250.43000,29344.00000
37,4,1.00000,13.40600,-25.50100,28.32300,-27.41600,0.13100,116.42000,0.57500,0.04444,0.49000,1.00000,15.25100,0.88131,15.04000,199.64000,10840.00000
37,4,1.00000,27.92000,-26.61000,17.43700,-28.02100,0.11500,92.56500,0.43000,0.04444,0.38000,1.00000,10.64500,0.60192,10.57700,227.90000,21251.00000
37,4,1.00000,21.97300,-30.84300,13.80900,-31.75000,0.04800,172.17000,0.37000,0.08889,0.29500,1.00000,8.26420,0.59611,8.21450,987.98000,473770.00000
37,4,1.00000,10.48300,-25.60200,18.54600,-27.41600,0.14300,57.80500,0.41000,0.04444,0.33500,1.00000,8.26610,0.99588,8.26510,275.17000,25045.00000
37,4,1.00000,11.08700,-27.51700,28.02100,-29.73400,0.12500,138.80000,0.50500,0.04444,0.30000,1.00000,17.35000,0.95142,17.07800,220.23000,65078.00000
37,4,1.00000,27.21400,-28.22200,16.42900,-31.34700,0.10800,104.90000,0.42000,0.04444,0.34500,1.00000,11.32900,0.61110,11.22800,262.15000,37413.00000
37,4,1.00000,22.67900,-30.44000,12.29700,-30.84300,0.06900,150.74000,0.40000,0.04444,0.41000,1.00000,10.40100,0.03514,10.39000,958.70000,693010.00000
37,4,1.00000,10.18000,-26.20600,21.46900,-30.64100,0.12400,102.77000,0.40000,0.04444,0.40000,1.00000,12.74400,0.91739,12.12900,195.05000,30945.00000
37,4,1.00000,11.59100,-24.29100,27.51700,-29.93600,0.13300,128.28000,0.48500,0.04444,0.26000,1.00000,17.06100,0.84532,16.89600,214.19000,13102.00000
37,4,1.00000,27.21400,-35.98300,18.24400,-36.79000,0.12600,71.72000,0.37000,0.04444,0.35000,1.00000,9.03670,0.70929,9.00680,99.26500,13143.00000
37,4,1.00000,25.50100,-37.99900,12.29700,-39.61200,0.09700,138.01000,0.42000,0.04444,0.32000,1.00000,13.38700,0.70884,13.30200,657.27000,339700.00000
37,4,1.00000,10.88600,-39.41000,17.53800,-41.52700,0.13100,53.47900,0.53000,0.04444,0.44000,1.00000,7.00570,0.98799,6.98100,140.65000,24850.00000
37,4,1.00000,9.97860,-37.79800,24.49300,-41.42600,0.11900,126.27000,0.37500,0.06667,0.33000,1.00000,15.02600,0.97673,14.96100,651.60000,304850.00000
37,4,1.00000,26.91200,-34.57200,12.59900,-36.99100,0.13100,111.20000,0.39500,0.04444,0.37000,1.00000,14.56700,0.66818,14.51600,172.76000,18221.00000
37,4,1.00000,20.66300,-36.99100,11.99400,-37.89800,0.07800,112.96000,0.48000,0.04444,0.42000,1.00000,8.81070,0.65428,8.71560,206.34000,-703.30000
37,4,1.00000,7.66030,-35.07600,21.67100,-40.41800,0.12600,120.93000,0.56000,0.04444,0.47500,1.00000,15.23700,0.97621,14.99400,232.76000,31524.00000
37,4,1.00000,10.78500,-35.47900,27.31500,-41.93000,0.12100,146.94000,0.44500,0.04444,0.29000,1.00000,17.78000,0.98216,17.74400,258.33000,26459.00000
37,4,1.00000,27.81900,-37.39400,14.31300,-35.88300,0.12400,109.81000,0.38500,0.06667,0.30000,1.00000,13.61700,0.66312,13.59100,182.07000,14448.00000
37,4,1.00000,23.78700,-37.69700,11.08700,-38.20100,0.08900,144.00000,0.49000,0.04444,0.38000,1.00000,12.81600,0.70508,12.71000,826.48000,384690.00000
37,4,1.00000,10.38200,-35.88300,15.11900,-37.79800,0.09900,51.99700,0.36000,0.04444,0.36000,1.00000,5.14770,0.97715,5.10980,213.74000,19343.00000
37,4,1.00000,9.57540,-34.97500,25.70200,-37.59600,0.15000,111.61000,0.54000,0.04444,0.41000,1.00000,16.74100,0.79935,16.33900,503.94000,94546.00000
37,4,1.00000,23.58600,-34.27000,14.81700,-34.16900,0.09900,88.76400,0.43000,0.04444,0.38500,1.00000,8.78770,0.59835,8.76960,222.11000,31228.00000
37,4,1.00000,21.67100,-36.48700,9.27300,-36.08400,0.09400,133.58000,0.41500,0.04444,0.32000,1.00000,12.55700,0.65056,12.40400,747.91000,369160.00000
37,4,1.00000,7.66030,-35.37900,18.74800,-41.82900,0.13400,98.36400,0.59000,0.04444,0.50000,1.00000,13.18100,0.93967,12.82700,201.99000,27402.00000
37,4,1.00000,9.97860,-35.98300,26.91200,-41.72900,0.10000,180.17000,0.45000,0.04444,0.38000,1.00000,18.01700,0.91777,17.88100,903.43000,240360.00000
37,4,1.00000,28.52500,-34.67300,14.91700,-34.57200,0.15200,89.67600,0.37000,0.04444,0.33000,1.00000,13.63100,0.71276,13.60800,142.95000,12661.00000
37,4,1.00000,24.59400,-36.38700,10.78500,-37.09200,0.09300,151.93000,0.45000,0.04444,0.37000,1.00000,14.12900,0.72854,13.82700,679.13000,307510.00000
37,4,1.00000,8.66830,-38.30200,20.96500,-43.44200,0.12000,111.92000,0.53000,0.04444,0.46500,1.00000,13.43100,0.98357,13.32800,161.45000,15382.00000
37,4,1.00000,11.08700,-36.68900,29.33100,-45.76000,0.13400,152.21000,0.39000,0.04444,0.31000,1.00000,20.39600,0.97739,20.37500,334.49000,118870.00000
37,4,1.00000,26.20600,-34.16900,16.83300,-33.66500,0.09800,95.83800,0.42000,0.04444,0.35000,1.00000,9.39210,0.59969,9.38730,216.98000,26127.00000
37,4,1.00000,22.47700,-37.49500,10.48300,-37.99900,0.08600,140.01000,0.45000,0.04444,0.33000,1.00000,12.04100,0.66472,12.00500,483.89000,111710.00000
37,4,1.00000,6.35000,-36.18500,14.01000,-37.09200,0.13700,61.40500,0.42000,0.04444,0.42000,1.00000,8.41260,0.89723,7.71380,120.39000,3494.30000
37,4,1.00000,7.25710,-35.17700,18.94900,-37.89800,0.13500,93.31500,0.65000,0.04444,0.54000,1.00000,12.59800,0.59075,12.00500,205.27000,18051.00000
37,4,1.00000,26.00500,-34.37100,16.32900,-34.27000,0.12500,77.98400,0.37000,0.04444,0.33500,1.00000,9.74800,0.70539,9.67670,117.86000,18270.00000
37,4,1.00000,20.46100,-34.87500,8.46670,-35.78200,0.09200,131.57000,0.41000,0.04444,0.31500,1.00000,12.10500,0.70633,12.02900,398.13000,225560.00000
37,4,1.00000,6.14840,-34.27000,12.29700,-35.98300,0.13700,52.29500,0.56000,0.04444,0.54000,1.00000,7.16440,0.92664,6.38270,124.97000,11521.00000
37,4,1.00000,5.84600,-33.96700,20.36000,-35.17700,0.15200,99.38100,0.46000,0.04444,0.27000,1.00000,15.10600,0.79035,14.56500,197.17000,31148.00000
37,4,1.00000,24.39200,-32.25400,14.91700,-32.05200,0.09700,98.56900,0.37000,0.04444,0.34000,1.00000,9.56120,0.59375,9.47670,196.89000,17333.00000
37,4,1.00000,18.14300,-34.37100,9.47460,-35.07600,0.08900,98.66100,0.46000,0.04444,0.33000,1.00000,8.78080,0.65470,8.69690,1125.60000,1530300.00000
37,4,1.00000,7.66030,-35.17700,18.14300,-40.21700,0.09900,117.55000,0.52000,0.04444,0.47500,1.00000,11.63700,0.98524,11.63100,224.54000,23008.00000
37,4,1.00000,9.07140,-35.27800,26.61000,-43.03900,0.11400,168.80000,0.34500,0.04444,0.23000,1.00000,19.24300,0.98434,19.17900,995.81000,1337700.00000
37,4,1.00000,25.19800,-34.77400,12.90200,-36.68900,0.12500,100.95000,0.45000,0.04444,0.42000,1.00000,12.61800,0.71212,12.44500,193.81000,27385.00000
37,4,1.00000,21.36800,-37.29400,10.58300,-37.49500,0.08800,122.96000,0.46000,0.04444,0.32000,1.00000,10.82000,0.59777,10.78700,613.04000,230430.00000
37,4,1.00000,7.96270,-36.99100,17.13500,-41.22500,0.12400,82.33000,0.51000,0.04444,0.50000,1.00000,10.20900,0.98501,10.10200,194.23000,26287.00000
37,4,1.00000,8.76900,-37.19300,24.39200,-43.74400,0.13700,124.85000,0.51000,0.04444,0.33000,1.00000,17.10400,0.91067,16.94100,225.06000,25670.00000
37,4,1.00000,26.30700,-37.49500,18.14300,-36.18500,0.09300,90.11300,0.35000,0.04444,0.30000,1.00000,8.38050,0.59074,8.26880,201.59000,29699.00000
37,4,1.00000,21.36800,-38.40200,10.48300,-38.90600,0.09100,120.18000,0.43000,0.04444,0.35000,1.00000,10.93600,0.66443,10.89700,974.03000,420670.00000
37,4,1.00000,8.76900,-36.18500,21.16700,-40.92200,0.13000,103.06000,0.44000,0.04444,0.44000,1.00000,13.39800,0.97014,13.27200,195.16000,27020.00000
37,4,1.00000,9.67620,-36.79000,22.98100,-41.42600,0.11300,127.58000,0.46500,0.04444,0.31000,1.00000,14.41600,0.76137,14.08900,230.85000,23291.00000
37,4,1.00000,29.63300,-30.94400,14.81700,-32.75800,0.13300,113.61000,0.37000,0.04444,0.31000,1.00000,15.11000,0.71321,14.92700,180.99000,28929.00000
37,4,1.00000,27.92000,-23.98900,15.22000,-27.92000,0.06900,194.17000,0.37000,0.04444,0.33000,1.00000,13.39800,0.35720,13.29400,892.60000,587530.00000
37,4,1.00000,11.08700,-25.29900,21.97300,-26.91200,0.12700,87.98700,0.49000,0.04444,0.49000,1.00000,11.17400,0.96323,11.00500,182.57000,23408.00000
37,4,1.00000,12.90200,-25.19800,27.21400,-25.80300,0.11400,128.74000,0.53000,0.04444,0.47500,1.00000,14.67600,0.81360,14.32500,387.30000,194810.00000
37,4,1.00000,27.51700,-37.79800,15.01800,-38.10000,0.13900,90.18800,0.39500,0.04444,0.35000,1.00000,12.53600,0.66506,12.50200,152.18000,13480.00000
37,4,1.00000,24.09000,-41.12400,11.99400,-41.32500,0.10300,119.09000,0.45000,0.04444,0.40000,1.00000,12.26600,0.73959,12.09700,857.61000,351480.00000
37,4,1.00000,9.27300,-42.53500,23.48500,-45.15600,0.15500,94.56700,0.55000,0.04444,0.43500,1.00000,14.65800,0.95214,14.45200,149.34000,18298.00000
37,4,1.00000,13.60700,-38.40200,28.42400,-45.55900,0.13700,121.01000,0.30000,0.04444,0.26000,1.00000,16.57800,0.97009,16.45400,618.20000,247000.00000
37,4,1.00000,29.83500,-38.40200,14.61500,-41.12400,0.18200,85.06300,0.35000,0.04444,0.33000,1.00000,15.48100,0.60321,15.46100,136.83000,20482.00000
37,4,1.00000,24.89600,-41.22500,13.91000,-41.62800,0.07100,155.15000,0.46000,0.04444,0.26000,1.00000,11.01600,0.59870,10.99400,1003.30000,569890.00000
37,4,1.00000,10.78500,-40.01500,21.77100,-42.33300,0.13000,88.08500,0.48500,0.04444,0.41000,1.00000,11.45100,0.94024,11.22800,182.76000,15107.00000
37,4,1.00000,11.79300,-37.29400,28.02100,-42.43400,0.15400,113.44000,0.35000,0.04444,0.31000,1.00000,17.47000,0.79707,17.02200,375.71000,117320.00000
37,4,1.00000,27.61700,-38.70500,15.72400,-37.59600,0.14700,81.35000,0.38000,0.04444,0.37000,1.00000,11.95800,0.71358,11.94500,207.46000,109950.00000
37,4,1.00000,21.77100,-39.51100,11.79300,-41.22500,0.11200,90.86300,0.43500,0.04444,0.33000,1.00000,10.17700,0.65952,10.12500,633.86000,443320.00000
37,4,1.00000,12.39800,-40.82100,24.19000,-44.14800,0.10700,116.07000,0.41000,0.04444,0.34000,1.00000,12.41900,0.98920,12.25300,260.66000,24586.00000
37,4,1.00000,14.91700,-38.30200,27.11300,-43.44200,0.13800,96.81700,0.53000,0.04444,0.36000,1.00000,13.36100,0.91429,13.23500,283.23000,83231.00000
37,4,1.00000,26.20600,-41.42600,19.05000,-40.92200,0.12900,55.64000,0.45000,0.04444,0.40500,1.00000,7.17750,0.71397,7.17410,136.13000,12686.00000
37,4,1.00000,22.57800,-41.22500,11.89400,-41.62800,0.09100,117.99000,0.45500,0.04444,0.40000,1.00000,10.73700,0.74484,10.69200,427.85000,88742.00000
37,4,1.00000,10.07900,-40.51900,24.39200,-44.45000,0.14800,102.84000,0.58000,0.04444,0.48500,1.00000,15.22100,0.95951,14.84300,170.12000,10640.00000
37,4,1.00000,13.91000,-39.31000,30.33900,-45.35700,0.14900,118.28000,0.42000,0.04444,0.37000,1.00000,17.62400,0.98360,17.50700,527.03000,133280.00000
37,4,1.00000,27.41600,-41.22500,16.42900,-38.30200,0.12400,92.63400,0.38500,0.04444,0.29000,1.00000,11.48700,0.65216,11.36900,132.77000,4813.00000
37,4,1.00000,25.50100,-44.55100,12.70000,-45.66000,0.13300,99.80200,0.45000,0.04444,0.33500,1.00000,13.27400,0.67883,12.84900,224.33000,36355.00000
37,4,1.00000,13.20400,-26.00500,24.89600,-28.52500,0.15000,80.06900,0.55500,0.04444,0.55000,1.00000,12.01000,0.97226,11.96100,125.77000,97860.00000
37,4,1.00000,13.40600,-26.71000,29.02900,-26.91200,0.11400,137.17000,0.47000,0.04444,0.31000,1.00000,15.63800,0.99785,15.62400,975.50000,448710.00000
37,4,1.00000,29.93600,-23.58600,17.74000,-26.30700,0.10800,116.93000,0.42000,0.04444,0.34000,1.00000,12.62900,0.49969,12.49600,181.69000,243030.00000
37,4,1.00000,24.89600,-28.92800,11.18800,-34.37100,0.11600,127.88000,0.42000,0.06667,0.40000,1.00000,14.83400,0.75567,14.74900,571.44000,211540.00000
37,4,1.00000,12.19600,-27.11300,26.10600,-25.80300,0.12700,110.44000,0.55000,0.04444,0.55000,1.00000,14.02600,0.99615,13.97100,162.23000,19432.00000
37,4,1.00000,17.94100,-22.67900,27.31500,-21.67100,0.07300,129.76000,0.41500,0.04444,0.33000,1.00000,9.47220,0.99514,9.42780,468.63000,185980.00000
37,4,1.00000,24.59400,-37.29400,14.81700,-37.99900,0.12500,78.50100,0.39000,0.04444,0.34500,1.00000,9.81270,0.71357,9.80240,175.52000,25043.00000
37,4,1.00000,21.57000,-36.89000,10.28100,-38.80600,0.11200,102.52000,0.40000,0.08889,0.35500,1.00000,11.48200,0.77602,11.45000,561.43000,238600.00000
37,1,1.00000,28.12100,-37.39400,32.05200,-10.68400,1.07300,26.12400,0.51000,0.04444,0.47000,1.00000,28.03100,0.92509,26.99800,48.68600,10515.00000
37,1,1.00000,25.60200,-39.51100,27.41600,-24.59400,0.70400,23.02800,0.47000,0.08889,0.47000,1.00000,16.21200,0.68201,15.02700,37.78100,681.86000
37,1,1.00000,27.61700,-27.21400,25.60200,-39.41000,0.52000,28.04700,0.48000,0.04444,0.48000,1.00000,14.58400,0.67699,12.36200,84.76100,1556.80000
37,1,1.00000,28.62500,-27.21400,27.61700,-31.54800,1.72800,24.28600,0.47000,0.04444,0.47000,1.00000,41.96700,0.55335,4.44980,28.89400,535.31000
37,1,1.00000,27.41600,-43.64400,30.44000,-21.67100,0.43200,60.18900,0.49000,0.04444,0.43000,1.00000,26.00200,0.63109,22.18000,110.04000,1051.30000
37,1,1.00000,25.29900,-44.55100,28.22200,-28.62500,0.75100,23.03900,0.44000,0.08889,0.43000,1.00000,17.30200,0.78558,16.19100,50.39500,1032.30000
37,1,1.00000,25.50100,-42.23300,28.02100,-27.01300,1.73400,9.70340,0.41000,0.08889,0.41000,1.00000,16.82600,0.77228,15.42700,18.49500,542.00000
37,1,1.00000,27.31500,-31.14500,29.83500,-19.55400,1.19200,11.42100,0.40000,0.04444,0.39000,1.00000,13.61400,0.71598,11.86200,20.25800,409.77000
37,1,1.00000,24.89600,-37.79800,30.44000,-16.93300,0.47600,50.28700,0.46500,0.04444,0.41000,1.00000,23.93700,0.71840,21.58800,125.12000,7535.70000
37,1,1.00000,22.88000,-45.45800,25.70200,-27.21400,0.74300,25.11000,0.37000,0.08889,0.37000,1.00000,18.65700,0.81571,18.46100,57.66100,5882.20000
37,1,1.00000,27.11300,-40.92200,30.13700,-19.85600,2.43500,9.42660,0.34000,0.04444,0.34000,1.00000,22.95400,0.77314,21.28200,21.07300,657.89000
37,1,1.00000,25.19800,-41.12400,29.83500,-17.94100,0.51700,50.23600,0.39000,0.04444,0.39000,1.00000,25.97200,0.75640,23.64200,91.00800,9300.00000
37,1,1.00000,26.71000,-46.16300,26.50900,-34.06800,2.40400,7.00540,0.34000,0.04444,0.34000,1.00000,16.84100,0.57850,12.09700,10.07900,699.95000
37,1,1.00000,28.02100,-41.52700,32.75800,-12.39800,0.56700,55.85100,0.39000,0.04444,0.31000,1.00000,31.66800,0.54882,29.51200,119.90000,8106.10000
37,1,1.00000,24.89600,-41.02300,30.54000,-17.03400,0.50600,52.40200,0.46000,0.04444,0.41000,1.00000,26.51500,0.65176,24.64400,105.79000,165.15000
37,1,1.00000,25.50100,-39.61200,30.44000,-19.35200,0.49200,44.48000,0.41500,0.04444,0.39000,1.00000,21.88400,0.72732,20.85300,107.44000,46277.00000
37,1,1.00000,46.56700,-19.45300,52.11000,1.31030,0.32300,68.41800,0.51000,0.08889,0.51000,2.00000,22.09900,0.84269,21.49100,110.15000,620.10000
37,1,1.00000,45.05500,-18.74800,53.42100,2.82220,0.26600,92.70800,0.50000,0.04444,0.50000,2.00000,24.66000,0.72560,23.13500,200.43000,64653.00000
37,1,1.00000,44.75200,-19.55400,54.12600,2.82220,0.23000,110.75000,0.53500,0.08889,0.52000,2.00000,25.47300,0.80743,24.26000,219.50000,38774.00000
37,1,1.00000,44.34900,-20.15900,53.42100,2.82220,0.25100,105.70000,0.50500,0.06667,0.50000,2.00000,26.53000,0.66315,24.70700,218.93000,31192.00000
